"_","Id","UsageReportingOrgId__c","TenantId__c","KQ_Id__c","Id__c","InternalOrganization__c","BusinessEnvType__c","UsageQualifiedName__c","EventTime__c","DataSourceObject__c","EntitlementOrgId__c","ExtractTime__c","UsageValue__c"
"[TenantBillingUsageEvent__dlm]","qB5000003871220CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","000926cc-8896-4632-b7ba-e8468237f1c6","","Production","DataCloud_DataQueries","2024-08-01T14:03:53.897+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-01T14:56:41.537+0000","0"
"[TenantBillingUsageEvent__dlm]","qB5000001106988CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","001dd831-8901-479c-a7d3-570f457731f8","","Production","DataCloud_DataQueries","2024-08-02T11:27:34.540+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-02T11:56:39.053+0000","26"
"[TenantBillingUsageEvent__dlm]","qB5000005803030CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","0038c117-b217-480b-9b47-5ebf233cbb98","","Production","DataCloud_DataQueries","2024-08-13T20:22:09.861+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-13T20:56:43.585+0000","0"
"[TenantBillingUsageEvent__dlm]","qB5000002564604CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","006880ed-3b16-4416-96a6-04d684e2b60a","","Production","DataCloud_DataQueries","2024-08-02T11:33:05.260+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-02T11:56:39.053+0000","545835"
"[TenantBillingUsageEvent__dlm]","qB5000005884576CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","0076e730-bd3a-466e-995c-2376fa11ff26","","Production","DataCloud_DataQueries","2024-08-02T18:05:39.230+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-02T18:56:43.094+0000","213366"
"[TenantBillingUsageEvent__dlm]","qB5000008976600CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","007f9d18-fb3b-484f-8adf-672f39e08290","","Production","DataCloud_DataQueries","2024-08-22T13:46:15.248+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-22T13:56:35.751+0000","705523"
"[TenantBillingUsageEvent__dlm]","qB5000002534245CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","008d9346-7941-4655-b70c-9a0328752b58","","Production","DataCloud_DataQueries","2024-08-22T13:45:37.219+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-22T13:56:35.751+0000","213366"
"[TenantBillingUsageEvent__dlm]","qB5000003558403CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","00acefef-4fdf-45d3-88d2-7300816d978b","","Production","DataCloud_DataQueries","2024-08-22T11:21:08.264+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-22T11:56:39.928+0000","0"
"[TenantBillingUsageEvent__dlm]","qB5000005549459CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","00cdb345-823d-4a7e-9995-f37382b0000e","","Production","DataCloud_DataQueries","2024-08-14T20:33:13.199+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-14T20:58:34.373+0000","0"
"[TenantBillingUsageEvent__dlm]","qB5000006730145CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","011e9b05-2f29-4ef3-80b3-599bc9ab1032","","Production","DataCloud_DataQueries","2024-08-23T11:53:23.991+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-23T11:56:38.758+0000","32265"
"[TenantBillingUsageEvent__dlm]","qB5000009213398CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","01202db1-71e1-4af0-b683-46ec18127b12","","Production","DataCloud_DataQueries","2024-08-21T17:57:43.157+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-21T17:58:25.844+0000","0"
"[TenantBillingUsageEvent__dlm]","qB5000005162964CAA","00D4x000007s8VREAY","a360/prod/77e51984b1b449708d46f41bc4b1a6e1","","0139e4c9-5e61-400d-8770-f6474d4121e9","","Production","DataCloud_DataQueries","2024-08-21T15:29:03.622+0000","TenantBillingUsageEvent","00D4x000007s8VREAY","2024-08-21T15:56:52.089+0000","0"
